journal,article_number,date,sentence,context_span
NYT,2,May25,"As terrified parents in Uvalde waited for word of their children's safety and law enforcement officials raced to piece together how the attack had transpired, the mass shooting was deepening a national political debate over gun laws and the prevalence of weapons.","He shot and killed horrifically, incomprehensibly,'' Gov. Greg Abbott said in a news conference. As terrified parents in Uvalde waited for word of their children's safety and law enforcement officials raced to piece together how the attack had transpired, the mass shooting was deepening a national political debate over gun laws and the prevalence of weapons. Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store."
NYT,2,May25,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store.","As terrified parents in Uvalde waited for word of their children's safety and law enforcement officials raced to piece together how the attack had transpired, the mass shooting was deepening a national political debate over gun laws and the prevalence of weapons. Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store."
NYT,4,May25,"Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed.","The measures, passed by the House in 2019 and again last year, have languished in the Senate amid Republican opposition. Even as they publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that their positions had changed. But some Democrats said they saw hope for bipartisan consensus on proposals that polls show have overwhelming support among Americans."
NYT,4,May25,"And in any case, many were clamoring to force Republicans to go on the record on the measures at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket. ''","But some Democrats said they saw hope for bipartisan consensus on proposals that polls show have overwhelming support among Americans. And in any case, many were clamoring to force Republicans to go on the record on the measures at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket. '' What are we doing?''"
NYT,5,May25,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year.","The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year. It happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo."
NYT,5,May25,It happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo.,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year. It happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo. The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May."
NYT,5,May25,"The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May.","It happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo. The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May. Of those shootings, 10 involved four or more fatalities."
NYT,5,May25,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.","Here is a partial list of mass shootings this year. A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre."
NYT,6,May25,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.","The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said. While gaps remained in the timeline of events, details emerged on Wednesday of a protracted scene of carnage at Robb Elementary School in Uvalde."
NYT,6,May25,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.","While gaps remained in the timeline of events, details emerged on Wednesday of a protracted scene of carnage at Robb Elementary School in Uvalde. What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said. It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012."
NYT,6,May25,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012.","What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said. It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012. But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive."
NYT,8,May26,"That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde.","White House officials considered the hearings a make-or-break moment for Mr. Biden's stalled agenda on gun control, which hinges on an energized and forcefully led A.T.F. With unanimous Republican opposition expected, they cannot afford a single Democratic defection in an evenly divided Senate. That already unpredictable dynamic was upended less than 24 hours before Mr. Dettelbach appeared before the Senate Judiciary Committee, when an 18-year-old man wielded a semiautomatic rifle to kill 19 school children, a teacher and another adult at a school in the town of Uvalde. But the shock over the killings seemed to have jolted, at least for a day, momentum in Mr. Dettelbach's direction: Republicans, who had been expected to grill him over his previous support for a renewal of the federal assault weapons ban, adopted a notably less confrontational tone than they did in their harsh questioning of David Chipman, the administration's first pick, whose nomination was ultimately withdrawn."
NYT,9,May26,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated his own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''","That was almost 10 years ago. When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated his own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.'' But a decade after Republicans blocked gun safety legislation in response to the school shooting in Newtown, Conn., Mr. Biden remains caught between a desire to honor the dead by vowing to act and the reality that he cannot deliver on sweeping promises without consensus in Congress."
NYT,9,May26,"But a decade after Republicans blocked gun safety legislation in response to the school shooting in Newtown, Conn., Mr. Biden remains caught between a desire to honor the dead by vowing to act and the reality that he cannot deliver on sweeping promises without consensus in Congress.","When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated his own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.'' But a decade after Republicans blocked gun safety legislation in response to the school shooting in Newtown, Conn., Mr. Biden remains caught between a desire to honor the dead by vowing to act and the reality that he cannot deliver on sweeping promises without consensus in Congress. Mr. Biden said on Wednesday that he would visit Uvalde in the coming days, saying that ''the idea that an 18-year-old can walk into a store and buy weapons of war designed and marketed to kill is, I think, just wrong.''"
NYT,11,May26,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures.","But as sure as night follows day, you can bet there are going to be Democrat politicians looking to advance their own political agenda, rather than to work to stop this kind of horrific violence and to keep everyone safe.'' In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in his broad opposition to gun control measures. He reverted to a script that condemns Democrats for trying to use the issue for partisan advantage and argued that lawmakers should narrowly target the criminals who try to purchase firearms illegally."
NYT,14,May26,"They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot.","Permissive gun laws and easy access to firearms make the United States a prime target for firearms-based terrorist attacks like the one in Buffalo. They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot. Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons."
NYT,14,May26,"Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons.","They subject the population to the constant threat of mass shootings like the one in Uvalde, where 19 children and two teachers were fatally shot. Whether that shooting ultimately meets the statutory definition of terrorism or not, it certainly has terrified people nationwide, raising fears yet again that children are at risk, even in their schools, from a violence abetted by the ready availability of semiautomatic weapons. Along with dozens of other former national security and law enforcement officials, I delivered this message last year in a brief filed with the Supreme Court in the latest gun case to come before the justices, New York State Rifle & Pistol Association v. Bruen."
NYT,15,May26,"Victoria, a third grader, was sitting on her own bed, which was covered in stuffed animals; she had already seen on the evening news that children her age had been killed in a mass shooting at a school in Texas.","Late Tuesday night, Luz Belliard sat on the edge of her bed in Upper Manhattan in the room she shares with her 9-year-old granddaughter, Victoria, and thought about what to say. Victoria, a third grader, was sitting on her own bed, which was covered in stuffed animals; she had already seen on the evening news that children her age had been killed in a mass shooting at a school in Texas. Now, Ms. Belliard had to consider just what she would tell Victoria on their walk to school the next morning: Listen to your teachers."
NYT,15,May26,"To take your child to school, and then come back to see them dead, it's not fair.","She's young, but she understands -- sometimes too much,'' Ms. Belliard said Wednesday outside of Victoria's school, P.S. 4 Duke Ellington in Washington Heights. '' To take your child to school, and then come back to see them dead, it's not fair. It should not be that way.''"
NYT,16,May26,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.","And in North Carolina, a spot for Representative Ted Budd, a Republican Senate candidate, boasted that he owned a gun range. As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America. As both parties have navigated their respective primary seasons, Republicans have been far more likely to use messaging about guns to galvanize their base in the midterms than Democrats -- who are largely in agreement on the issue of combating gun violence, but have seen one legislative effort after another collapse."
NYT,18,May26,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.","The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said. While gaps remained in the timeline of events, details emerged on Wednesday of a protracted scene of carnage at Robb Elementary School in Uvalde."
NYT,18,May26,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.","While gaps remained in the timeline of events, details emerged on Wednesday of a protracted scene of carnage at Robb Elementary School in Uvalde. What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said. It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012."
NYT,18,May26,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012.","What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said. It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012. But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive."
NYT,19,May26,The two teachers who were killed were also accused of being crisis actors.,Other social media posts alleged that parents shown in news clips awaiting news of their children appeared to be insufficiently emotional and were crisis actors being paid to play a role. The two teachers who were killed were also accused of being crisis actors.
NYT,20,May26,"And now 19 elementary school students killed in Uvalde, Texas.","A California church pierced by gunfire. And now 19 elementary school students killed in Uvalde, Texas. The repetition of horror numbs the mind: Only 11 days ago there was Buffalo, with a man driven by racism gunning down 10 people at a supermarket."
NYT,20,May26,"The repetition of horror numbs the mind: Only 11 days ago there was Buffalo, with a man driven by racism gunning down 10 people at a supermarket.","And now 19 elementary school students killed in Uvalde, Texas. The repetition of horror numbs the mind: Only 11 days ago there was Buffalo, with a man driven by racism gunning down 10 people at a supermarket. The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others."
NYT,20,May26,"The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others.","The repetition of horror numbs the mind: Only 11 days ago there was Buffalo, with a man driven by racism gunning down 10 people at a supermarket. The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others. And now, Uvalde, Texas -- a repeat of what was once thought unfathomable: the killing of at least 19 elementary school children in second, third and fourth grades. ''"
NYT,20,May26,"And now, Uvalde, Texas -- a repeat of what was once thought unfathomable: the killing of at least 19 elementary school children in second, third and fourth grades. ''","The next day another angry man walked into a Presbyterian church in Laguna Woods, Calif., and killed one person and wounded five others. And now, Uvalde, Texas -- a repeat of what was once thought unfathomable: the killing of at least 19 elementary school children in second, third and fourth grades. '' I guess it's something in society we know will happen again, over and over,'' said Neil Heslin, whose 6-year-old son, Jesse Lewis, died in the Sandy Hook Elementary School shooting in 2012."
NYT,20,May26,"Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed.","The misery mounts, and yet nothing changes, leaving Americans with little more to do than keep lists, mental spreadsheets of death that treat events like Uvalde as just another morbid tally with superlatives like ''second-deadliest shooting in an elementary school.'' Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed. It falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn."
NYT,20,May26,"It falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn.","Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed. It falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn."
NYT,21,May26,"Xavier Lopez, 10, made the honor roll on the day he was killed.","Xavier Lopez, 10, made the honor roll on the day he was killed. He was eager to share the news with his three brothers, but Xavier's grandparents said he decided to stay at Robb Elementary School following an end-of-year ceremony to watch a movie and eat popcorn with another family he cherished: his fourth-grade classmates."
NYT,21,May26,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.","He was eager to share the news with his three brothers, but Xavier's grandparents said he decided to stay at Robb Elementary School following an end-of-year ceremony to watch a movie and eat popcorn with another family he cherished: his fourth-grade classmates. Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage. There was Xavier and his elementary-school sweetheart, who was also killed in the shooting."
NYT,21,May26,"There was Xavier and his elementary-school sweetheart, who was also killed in the shooting.","Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage. There was Xavier and his elementary-school sweetheart, who was also killed in the shooting. There were cousins Jackie Cazares, who had her First Communion two weeks ago, and Annabelle Rodriguez, an honor-roll student."
NYT,22,May27,A devastating reality of raising children in America today is that parents must be prepared to talk to their kids about mass shootings.,"A devastating reality of raising children in America today is that parents must be prepared to talk to their kids about mass shootings. It's a wrenching task, and experts say there are some universal best practices -- like avoiding graphic details."
NYT,22,May27,The New York Times spoke with several mental health experts about some basic principles for parents and caregivers to have in mind when talking with children of all ages in the immediate aftermath of a mass shooting.,A 5-year-old will have a very different understanding of an act of mass violence than a 15-year-old will. The New York Times spoke with several mental health experts about some basic principles for parents and caregivers to have in mind when talking with children of all ages in the immediate aftermath of a mass shooting. Preschoolers and early elementary schoolers
NYT,23,May27,"Her teachers explained that they were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize they were there.","I imagined it when I arrived one day to pick up my older daughter, then not even 2 years old, from day care in Washington, D.C., and found that they were conducting an active shooter drill with the babies and toddlers. Her teachers explained that they were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize they were there. I imagined how useless silence and a locked door would be against someone who had set out to murder young children."
NYT,23,May27,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined him being killed, or being helpless to save his students.","By then I already had practice at the imagining. A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined him being killed, or being helpless to save his students. I imagined our life together shattering."
NYT,24,May27,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.","On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children. While the community grapples with the aftermath, which took place as students and teachers were preparing to start summer break this week, local leaders and organizations have mobilized."
NYT,25,May27,"Three days ago, I would have been talking about the murder of 10 people in a Buffalo grocery store.","Bags packed for a long overdue vacation, I saw the first reports: ''Latest mass shooting'' does not narrow it down as much as one would like, and that is exactly the problem. Three days ago, I would have been talking about the murder of 10 people in a Buffalo grocery store. Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history."
NYT,25,May27,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.","Three days ago, I would have been talking about the murder of 10 people in a Buffalo grocery store. Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history. The adjectives are shorthand for our sins."
WSJ,1,May25,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.","An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said. Police identified the gunman as Salvador Ramos, a resident of Uvalde, where the school is located."
WSJ,2,May26,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday belonged to a small, elite team that has a presence in this town and responded to calls about the incident on local police radio.","The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday belonged to a small, elite team that has a presence in this town and responded to calls about the incident on local police radio. The agent and two colleagues who confronted the shooter belong to the Border Patrol Tactical Unit, known as Bortac."
WSJ,2,May26,"They were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.","They do some of the Patrol's riskiest work, including storming migrant stash houses. They were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official. Many of them live and work in Uvalde."
WSJ,2,May26,One Bortac agent took rounds to their shield upon entering and a second was wounded by shrapnel.,"The agents got a master key from the principal and entered the room, the officials said. One Bortac agent took rounds to their shield upon entering and a second was wounded by shrapnel. A third killed the suspect."
WSJ,2,May26,A third killed the suspect.,One Bortac agent took rounds to their shield upon entering and a second was wounded by shrapnel. A third killed the suspect.
WSJ,3,May26,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.","Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas. In one encouraging sign for the talks, Senate Minority Leader Mitch McConnell (R., Ky.) told reporters Thursday that he had directed Sen. John Cornyn (R., Texas) to meet with Democrats to see if an agreement can be reached."
WSJ,4,May26,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade.,"Tuesday, the 10-year-old who loved to play soccer and football didn't make it back home. Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade. His aunt, Eoudulia Orta, said from their pink family home that she knew as the hours went by on Tuesday she would have to explain to his siblings and cousins -- two of whom attended the same school -- what had happened. """
WSJ,4,May26,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, he sent tragedy ricocheting through this community.","Rojelio was the second-born in the family of four children, and his youngest sibling still doesn't seem to understand that he is gone, Ms. Orta said. When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, he sent tragedy ricocheting through this community. Many sets of siblings and cousins attended Robb Elementary, which included second, third and fourth grades, in some cases causing multiple tragedies within families."
WSJ,6,May26,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday.","The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday. Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that he was going to shoot his grandmother, and then said he had shot her after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation."
WSJ,6,May26,"Ramos ultimately barricaded himself in a two-room fourth-grade classroom that all of the victims shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents. ""","A spokesman for Facebook's parent company, Meta Platforms Inc., said on Twitter that the communications were private messages, not public posts. Ramos ultimately barricaded himself in a two-room fourth-grade classroom that all of the victims shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents. "" Evil swept through Uvalde yesterday,"" Mr. Abbott said Wednesday of the attack, which is the deadliest mass shooting in the U.S. this year."
WSJ,8,May27,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.","Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas. In one encouraging sign for the talks, Senate Minority Leader Mitch McConnell (R., Ky.) told reporters Thursday that he had directed Sen. John Cornyn (R., Texas) to meet with Democrats to see if an agreement can be reached."
WSJ,9,May27,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.","The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970. Since then, 188 people have been killed in school shootings."
WSJ,9,May27,"Since then, 188 people have been killed in school shootings.","The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970. Since then, 188 people have been killed in school shootings. With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died."
WSJ,9,May27,"With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died.","Since then, 188 people have been killed in school shootings. With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died. In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead."
WSJ,9,May27,"In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead.","With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died. In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead. There has been a school shooting every year during the past 40 years, except for 2020, when most schools didn't meet in person because of the pandemic."
WSJ,10,May27,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.","Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots. Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers. Mr. Escalon said he couldn't say why no one stopped Ramos from entering the school during that time Tuesday."
WSJ,10,May27,"The police were doing nothing,"" said Angeli Rose Gomez, who after learning about the shooting drove 40 miles to Robb Elementary, where her children are in second and third grade. ""","People who arrived at the school while Ramos locked himself in a classroom, or who saw videos of police waiting outside, were furious. "" The police were doing nothing,"" said Angeli Rose Gomez, who after learning about the shooting drove 40 miles to Robb Elementary, where her children are in second and third grade. "" They were just standing outside the fence."
WSJ,11,May26,"Salvador means ""savior,"" quite a name for a killer of children.","We are being drawn back toward something primitive and indeed medieval, as if the most impressive scientific and technological progress were being matched by an equal and opposite regression. Salvador means ""savior,"" quite a name for a killer of children. But what does it matter whether we say that he was evil?"
WSJ,13,May28,"The political divide played out on opposite sides of the street in downtown Houston, as NRA members lined up to hear speeches from former President Donald Trump and other gun-rights advocates, while protesters at an adjacent park said the massacre of 19 children and two teachers in Uvalde, Texas, demanded new solutions.","National Rifle Association members at the group's annual meeting Friday repeated their opposition to stronger gun-control measures as protesters outraged over the mass shooting at an elementary school four hours away said it was beyond time for action. The political divide played out on opposite sides of the street in downtown Houston, as NRA members lined up to hear speeches from former President Donald Trump and other gun-rights advocates, while protesters at an adjacent park said the massacre of 19 children and two teachers in Uvalde, Texas, demanded new solutions. Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of his recent birthday, including the rifle used in the shooting, according to officials."
WSJ,14,May28,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.","Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday. The decision was a mistake and it is unclear how many lives it may have cost, said the director, Steven McCraw, at a news conference."
WSJ,14,May28,Ultimately 19 children and two teachers were found dead.,"The decision was a mistake and it is unclear how many lives it may have cost, said the director, Steven McCraw, at a news conference. Ultimately 19 children and two teachers were found dead. The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said."
WSJ,14,May28,"From 12:03 to 12:46, he added, 911 dispatchers received numerous calls from within the classroom, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now.""","The first 911 call regarding the shooter came in at 11:30 a.m. Tuesday, minutes before local police arrived and the shooter barricaded himself inside two connected fourth-grade classrooms at Robb Elementary School, Mr. McCraw said. From 12:03 to 12:46, he added, 911 dispatchers received numerous calls from within the classroom, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now."" Meanwhile, at least 19 law-enforcement officers waited in the hallway, because the commander on scene, the school district's chief of police, believed no lives were at risk and it was better to wait until a tactical team could get keys to the room before entering, according to Mr. McCraw."
WSJ,14,May28,"A Border Patrol tactical team ultimately did so, and killed the shooter, at 12:50 p.m., he said. ""","Meanwhile, at least 19 law-enforcement officers waited in the hallway, because the commander on scene, the school district's chief of police, believed no lives were at risk and it was better to wait until a tactical team could get keys to the room before entering, according to Mr. McCraw. A Border Patrol tactical team ultimately did so, and killed the shooter, at 12:50 p.m., he said. "" The on scene commander at that time believed it had transitioned from an active shooter to a barricaded subject,"" Mr. McCraw said. """
